"county_id"	"county_desc"	"voter_reg_num"	"election_lbl"	"election_desc"	"voting_method"	"voted_party_cd"	"voted_party_desc"	"pct_label"	"pct_description"	"ncid"	"voted_county_id"	"voted_county_desc"	"vtd_label"	"vtd_description"
"89"	"TYRRELL"	"000000004782"	"05/08/2012"	"05/08/2012 PRIMARY"	"IN-PERSON"	"REP"	"REPUBLICAN"	"WH"	"WHITES"	"AH17639"	"8"	"BERTIE"	"WH"	"WH"
"89"	"TYRRELL"	"000000004782"	"11/02/2010"	"11/02/2010 GENERAL"	"IN-PERSON"	"UNA"	"UNAFFILIATED"	"WH"	"WHITES"	"AH17639"	"8"	"BERTIE"	"WH"	"WH"
"89"	"TYRRELL"	"000000004782"	"11/06/2012"	"11/06/2012 GENERAL"	"IN-PERSON"	"UNA"	"UNAFFILIATED"	"WH"	"WHITES"	"AH17639"	"8"	"BERTIE"	"WH"	"WH"
"89"	"TYRRELL"	"000000004782"	"11/06/2018"	"11/06/2018 GENERAL"	"ABSENTEE ONESTOP"	"UNA"	"UNAFFILIATED"	"2"	"COLUMBIA"	"AH17639"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000004782"	"05/08/2018"	"05/08/2018 PRIMARY"	"ABSENTEE ONESTOP"	"DEM"	"DEMOCRATIC"	"2"	"COLUMBIA"	"AH17639"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000004782"	"11/08/2016"	"11/08/2016 GENERAL"	"ABSENTEE ONESTOP"	"UNA"	"UNAFFILIATED"	"2"	"COLUMBIA"	"AH17639"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000004782"	"03/03/2020"	"03/03/2020 PRIMARY"	"ABSENTEE ONESTOP"	"REP"	"REPUBLICAN"	"2"	"COLUMBIA"	"AH17639"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000005178"	"11/08/2016"	"11/08/2016 GENERAL"	"IN-PERSON"	"UNA"	"UNAFFILIATED"	"KTHK"	"KITTY HAWK"	"AH20356"	"28"	"DARE"	"KTHK"	"KTHK"
"89"	"TYRRELL"	"000000005150"	"11/04/2014"	"11/04/2014 GENERAL"	"IN-PERSON"	"DEM"	"DEMOCRATIC"	"P40"	"COLLY"	"AJ38991"	"9"	"BLADEN"	"P40"	"P40"
"89"	"TYRRELL"	"000000004907"	"11/04/2014"	"11/04/2014 GENERAL"	"IN-PERSON"	"DEM"	"DEMOCRATIC"	"50.1"	"50.1"	"AL133947"	"11"	"BUNCOMBE"	"50.1"	"50.1"
"89"	"TYRRELL"	"000000004907"	"11/02/2010"	"11/02/2010 GENERAL"	"IN-PERSON"	"DEM"	"DEMOCRATIC"	"50.1"	"50.1"	"AL133947"	"11"	"BUNCOMBE"	"50.1"	"50.1"
"89"	"TYRRELL"	"000000004907"	"11/06/2012"	"11/06/2012 GENERAL"	"ABSENTEE ONESTOP"	"DEM"	"DEMOCRATIC"	"50.1"	"50.1"	"AL133947"	"11"	"BUNCOMBE"	"50.1"	"50.1"
"89"	"TYRRELL"	"000000004907"	"05/08/2012"	"05/08/2012 PRIMARY"	"ABSENTEE ONESTOP"	"DEM"	"DEMOCRATIC"	"50.1"	"50.1"	"AL133947"	"11"	"BUNCOMBE"	"50.1"	"50.1"
"89"	"TYRRELL"	"000000004907"	"11/08/2016"	"11/08/2016 GENERAL"	"ABSENTEE ONESTOP"	"UNA"	"UNAFFILIATED"	"2"	"COLUMBIA"	"AL133947"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000004907"	"06/07/2016"	"06/07/2016 CONGRESSIONAL PRIMARY"	"IN-PERSON"	"REP"	"REPUBLICAN"	"2"	"COLUMBIA"	"AL133947"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000004737"	"11/02/2010"	"11/02/2010 GENERAL"	"IN-PERSON"	"REP"	"REPUBLICAN"	"0066"	"CHESTERFIELD"	"AM13560"	"12"	"BURKE"	"0066"	"0066"
"89"	"TYRRELL"	"000000004737"	"11/06/2012"	"11/06/2012 GENERAL"	"IN-PERSON"	"REP"	"REPUBLICAN"	"0066"	"CHESTERFIELD"	"AM13560"	"12"	"BURKE"	"0066"	"0066"
"89"	"TYRRELL"	"000000004737"	"03/15/2016"	"03/15/2016 PRIMARY"	"IN-PERSON"	"REP"	"REPUBLICAN"	"2"	"COLUMBIA"	"AM13560"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000004737"	"11/06/2018"	"11/06/2018 GENERAL"	"ABSENTEE ONESTOP"	"REP"	"REPUBLICAN"	"2"	"COLUMBIA"	"AM13560"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000004737"	"11/08/2016"	"11/08/2016 GENERAL"	"ABSENTEE ONESTOP"	"REP"	"REPUBLICAN"	"2"	"COLUMBIA"	"AM13560"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000004737"	"04/30/2019"	"04/30/2019 PRIMARY"	"ABSENTEE ONESTOP"	"REP"	"REPUBLICAN"	"2"	"COLUMBIA"	"AM13560"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000004737"	"07/09/2019"	"07/09/2019 SECOND PRIMARY"	"IN-PERSON"	"REP"	"REPUBLICAN"	"2"	"COLUMBIA"	"AM13560"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000004737"	"05/08/2018"	"05/08/2018 PRIMARY"	"IN-PERSON"	"REP"	"REPUBLICAN"	"2"	"COLUMBIA"	"AM13560"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000003658"	"11/02/2010"	"11/02/2010 GENERAL"	"ABSENTEE ONESTOP"	"UNA"	"UNAFFILIATED"	"2"	"COLUMBIA"	"AS15441"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000003658"	"11/06/2012"	"11/06/2012 GENERAL"	"ABSENTEE ONESTOP"	"UNA"	"UNAFFILIATED"	"2"	"COLUMBIA"	"AS15441"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000003658"	"07/17/2012"	"07/17/2012 SECOND PRIMARY"	"ABSENTEE ONESTOP"	"REP"	"REPUBLICAN"	"2"	"COLUMBIA"	"AS15441"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000003658"	"05/06/2014"	"05/06/2014 PRIMARY"	"ABSENTEE ONESTOP"	"REP"	"REPUBLICAN"	"2"	"COLUMBIA"	"AS15441"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000003658"	"03/15/2016"	"03/15/2016 PRIMARY"	"ABSENTEE ONESTOP"	"REP"	"REPUBLICAN"	"2"	"COLUMBIA"	"AS15441"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000003658"	"05/08/2018"	"05/08/2018 PRIMARY"	"ABSENTEE ONESTOP"	"REP"	"REPUBLICAN"	"2"	"COLUMBIA"	"AS15441"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000003658"	"04/30/2019"	"04/30/2019 PRIMARY"	"ABSENTEE ONESTOP"	"REP"	"REPUBLICAN"	"2"	"COLUMBIA"	"AS15441"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000003658"	"11/06/2018"	"11/06/2018 GENERAL"	"ABSENTEE ONESTOP"	"UNA"	"UNAFFILIATED"	"2"	"COLUMBIA"	"AS15441"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000003658"	"09/10/2019"	"09/10/2019 GENERAL"	"ABSENTEE ONESTOP"	"UNA"	"UNAFFILIATED"	"2"	"COLUMBIA"	"AS15441"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000003658"	"03/03/2020"	"03/03/2020 PRIMARY"	"ABSENTEE ONESTOP"	"REP"	"REPUBLICAN"	"2"	"COLUMBIA"	"AS15441"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000003658"	"07/09/2019"	"07/09/2019 SECOND PRIMARY"	"ABSENTEE ONESTOP"	"REP"	"REPUBLICAN"	"2"	"COLUMBIA"	"AS15441"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000003658"	"05/08/2012"	"05/08/2012 PRIMARY"	"ABSENTEE ONESTOP"	"REP"	"REPUBLICAN"	"2"	"COLUMBIA"	"AS15441"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000003658"	"11/04/2014"	"11/04/2014 GENERAL"	"ABSENTEE ONESTOP"	"UNA"	"UNAFFILIATED"	"2"	"COLUMBIA"	"AS15441"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000003658"	"11/08/2016"	"11/08/2016 GENERAL"	"ABSENTEE ONESTOP"	"UNA"	"UNAFFILIATED"	"2"	"COLUMBIA"	"AS15441"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000003658"	"06/07/2016"	"06/07/2016 CONGRESSIONAL PRIMARY"	"ABSENTEE ONESTOP"	"REP"	"REPUBLICAN"	"2"	"COLUMBIA"	"AS15441"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000004921"	"11/06/2012"	"11/06/2012 GENERAL"	"ABSENTEE ONESTOP"	"REP"	"REPUBLICAN"	"EMIS"	"EMERALD ISLE"	"AS60691"	"16"	"CARTERET"	"EMIS"	"EMIS"
"89"	"TYRRELL"	"000000004921"	"05/08/2012"	"05/08/2012 PRIMARY"	"IN-PERSON"	"REP"	"REPUBLICAN"	"EMIS"	"EMERALD ISLE"	"AS60691"	"16"	"CARTERET"	"EMIS"	"EMIS"
"89"	"TYRRELL"	"000000004921"	"11/02/2010"	"11/02/2010 GENERAL"	"IN-PERSON"	"REP"	"REPUBLICAN"	"EMIS"	"EMERALD ISLE"	"AS60691"	"16"	"CARTERET"	"EMIS"	"EMIS"
"89"	"TYRRELL"	"000000004921"	"03/15/2016"	"03/15/2016 PRIMARY"	"ABSENTEE ONESTOP"	"REP"	"REPUBLICAN"	"16"	"SOUTH FORK"	"AS60691"	"89"	"TYRRELL"	"16"	"16"
"89"	"TYRRELL"	"000000004921"	"11/08/2016"	"11/08/2016 GENERAL"	"ABSENTEE ONESTOP"	"REP"	"REPUBLICAN"	"16"	"SOUTH FORK"	"AS60691"	"89"	"TYRRELL"	"16"	"16"
"89"	"TYRRELL"	"000000003508"	"11/06/2012"	"11/06/2012 GENERAL"	"IN-PERSON"	"DEM"	"DEMOCRATIC"	"1"	"ALLIGATOR"	"AX22345"	"89"	"TYRRELL"	"1"	"1"
"89"	"TYRRELL"	"000000003508"	"05/08/2018"	"05/08/2018 PRIMARY"	"IN-PERSON"	"DEM"	"DEMOCRATIC"	"1"	"ALLIGATOR"	"AX22345"	"89"	"TYRRELL"	"1"	"1"
"89"	"TYRRELL"	"000000003508"	"11/08/2016"	"11/08/2016 GENERAL"	"IN-PERSON"	"DEM"	"DEMOCRATIC"	"1"	"ALLIGATOR"	"AX22345"	"89"	"TYRRELL"	"1"	"1"
"89"	"TYRRELL"	"000000003508"	"11/06/2018"	"11/06/2018 GENERAL"	"IN-PERSON"	"DEM"	"DEMOCRATIC"	"1"	"ALLIGATOR"	"AX22345"	"89"	"TYRRELL"	"1"	"1"
"89"	"TYRRELL"	"000000004151"	"11/02/2010"	"11/02/2010 GENERAL"	"ABSENTEE ONESTOP"	"DEM"	"DEMOCRATIC"	"2"	"COLUMBIA"	"AY28363"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000004151"	"11/08/2011"	"11/08/2011 MUNICIPAL GENERAL"	"ABSENTEE ONESTOP"	"DEM"	"DEMOCRATIC"	"2"	"COLUMBIA"	"AY28363"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000004152"	"11/08/2011"	"11/08/2011 MUNICIPAL GENERAL"	"IN-PERSON"	"DEM"	"DEMOCRATIC"	"2"	"COLUMBIA"	"AY28364"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000004152"	"11/02/2010"	"11/02/2010 GENERAL"	"ABSENTEE ONESTOP"	"DEM"	"DEMOCRATIC"	"2"	"COLUMBIA"	"AY28364"	"89"	"TYRRELL"	"2"	"2"
"89"	"TYRRELL"	"000000004926"	"05/08/2012"	"05/08/2012 PRIMARY"	"IN-PERSON"	"REP"	"REPUBLICAN"	"6"	"YEOPIM"	"AZ10849"	"21"	"CHOWAN"	"6"	"6"
"89"	"TYRRELL"	"000000004926"	"11/02/2010"	"11/02/2010 GENERAL"	"IN-PERSON"	"UNA"	"UNAFFILIATED"	"2"	"WEST EDENTON"	"AZ10849"	"21"	"CHOWAN"	"2"	"2"
"89"	"TYRRELL"	"000000004926"	"11/06/2012"	"11/06/2012 GENERAL"	"ABSENTEE ONESTOP"	"REP"	"REPUBLICAN"	"6"	"YEOPIM"	"AZ10849"	"21"	"CHOWAN"	"6"	"6"
"89"	"TYRRELL"	"000000004926"	"11/06/2018"	"11/06/2018 GENERAL"	"IN-PERSON"	"REP"	"REPUBLICAN"	"15"	"SCUPPERNONG"	"AZ10849"	"89"	"TYRRELL"	"15"	"15"
"89"	"TYRRELL"	"000000004926"	"03/15/2016"	"03/15/2016 PRIMARY"	"ABSENTEE ONESTOP"	"REP"	"REPUBLICAN"	"15"	"SCUPPERNONG"	"AZ10849"	"89"	"TYRRELL"	"15"	"15"
